"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"985"	101.627110982954	1.30716125740436	0.231546595374673	5.64534864047213	1.64846845117699e-08	3.70527312420517e-08	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Cytophaga"	NA
"1855823"	41.0149038769078	1.25725865864028	0.222865865561539	5.64132445977072	1.6874702525518e-08	3.78714697900937e-08	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Macrococcus"	NA
"45663"	132.728005718494	-0.648973569994112	0.115049028280765	-5.64084355767319	1.69219060620139e-08	3.79195151084762e-08	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfohalobiaceae"	"Desulfohalobium"	NA
"2748"	141.564896782549	2.86527834870577	0.508065497626555	5.63958458523757	1.70460901436655e-08	3.81396537461008e-08	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Carnobacterium"	NA
"1050"	734.013059115179	0.955487425206072	0.16954160618656	5.6357105886721	1.74337953427961e-08	3.89478406594382e-08	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Thermochromatium"	NA
"1850526"	561.479190300435	1.00792141476213	0.17906795441392	5.62870904546269	1.81563362997286e-08	4.05004770267088e-08	"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Arachidicoccus"	NA
"34029"	4151.3282461681	0.85193551164129	0.151501031485305	5.623298424367	1.87345345199502e-08	4.17269177944345e-08	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Leptothrix"	NA
"539"	327.640901189276	0.6924238976276	0.123731697270123	5.59617230592048	2.19135920309893e-08	4.87337069372984e-08	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Eikenella"	NA
"2703788"	811.811809695736	-0.906860018028238	0.162284352686387	-5.58809277059961	2.29576998304714e-08	5.09785781734032e-08	"Bacteria"	"Acidobacteria"	"Acidobacteriia"	"Acidobacteriales"	"Acidobacteriaceae"	"Edaphobacter"	NA
"165697"	43262.7560126222	1.4552078478563	0.260616289944745	5.58371791788162	2.35430452695244e-08	5.21995121360495e-08	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"	NA
"106"	662.260485902958	1.23792905031804	0.221780974078231	5.58176396989479	2.38091348429819e-08	5.27099822578064e-08	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Runella"	NA
"1572645"	48.2433315866554	0.993791902699778	0.17812311002714	5.57924180948982	2.41569224818677e-08	5.3399512854655e-08	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Neptunomonas"	NA
"1784714"	45.1762947395636	1.14126787365807	0.20456577592391	5.57897756114673	2.41936444883517e-08	5.34003864832987e-08	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Arcticibacterium"	NA
"930805"	969.838484011115	1.3036767874573	0.234479608249741	5.55987276330131	2.6997139504615e-08	5.94989431361079e-08	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halioglobus"	NA
"454171"	153.138493534199	-1.00524869319902	0.180865380271376	-5.55799397148703	2.72892808395401e-08	6.00527587337184e-08	"Bacteria"	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"Chthonomonas"	NA
"1249553"	131.885751462876	1.52583415436243	0.275254979247203	5.54334805690145	2.96742178014273e-08	6.52034382183829e-08	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Bacterioplanes"	NA
"114"	12437.7759662105	-0.755656515922786	0.13674410384825	-5.52606287698783	3.2749680171249e-08	7.18537758981136e-08	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Gemmatales"	"Gemmataceae"	"Gemmata"	NA
"2594795"	675.907970240774	0.497807376033897	0.0902679584729394	5.51477384063283	3.49228748935494e-08	7.65076394836329e-08	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Chitinimonas"	NA
"831"	46.6446788928674	1.19289986059777	0.216337942292428	5.51405753404695	3.50653885622108e-08	7.67055374798362e-08	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Butyrivibrio"	NA
"2108365"	12.2389103412455	2.0198186366267	0.36711428905005	5.50187965130209	3.7576342884075e-08	8.20761129860182e-08	"Bacteria"	"Thermotogae"	"Thermotogae"	"Petrotogales"	"Petrotogaceae"	"Tepiditoga"	NA
"2745"	15480.2462145484	0.735153824580373	0.13370464708043	5.49834161065577	3.83379679145149e-08	8.36154493091051e-08	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Halomonas"	NA
"1586287"	21731.1966513848	-2.27140286537474	0.413811227942008	-5.48898316913976	4.04254137530838e-08	8.8037567728938e-08	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Lentzea"	NA
"2051"	52.4006256475424	-1.16074908342435	0.211531289839113	-5.48736352105258	4.07977000709045e-08	8.87168921660202e-08	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Mobiluncus"	NA
"1884905"	135.799147931516	-0.998681792336963	0.183124280204529	-5.4535738855686	4.93674197780705e-08	1.07193658897731e-07	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Candidatus Nanopelagicales"	"Candidatus Nanopelagicaceae"	"Candidatus Planktophila"	NA
"1936021"	35.7201367719143	-1.23141174275649	0.225893991476615	-5.45128152682169	5.00081305472288e-08	1.08424707823638e-07	"Bacteria"	"Thermodesulfobacteria"	"Thermodesulfobacteria"	"Thermodesulfobacteriales"	"Thermodesulfobacteriaceae"	"Thermosulfuriphilus"	NA
"1006"	62.0161664073799	0.874380090752441	0.160520186297836	5.44716593544239	5.11787140643421e-08	1.10799277871256e-07	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Marivirgaceae"	"Marivirga"	NA
"357794"	57.9197343525838	1.38561241562945	0.254919292605315	5.4354945107068	5.46446676575007e-08	1.18128913906656e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Psychromonadaceae"	"Psychromonas"	NA
"418701"	232.349296322696	1.46443089394882	0.269830011666617	5.42723503921486	5.72337387373861e-08	1.23544193750305e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Litoricolaceae"	"Litoricola"	NA
"2774151"	6491.80825730141	-0.789920524338478	0.145590554701367	-5.42563029558306	5.77503836431735e-08	1.24476633365784e-07	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Gemmatales"	"Gemmataceae"	"Frigoriglobus"	NA
"2728835"	1796.15891406167	1.27006881668219	0.234578298267479	5.41426391981915	6.15413392534028e-08	1.32453541292097e-07	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Luteolibacter"	NA
"2039"	26.7012318484409	-1.65577768791276	0.305932954363536	-5.41222403241079	6.22467419449388e-08	1.33775892776403e-07	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermatophilaceae"	"Tropheryma"	NA
"731"	30.3662665500591	2.97840164049805	0.550381173644364	5.41152529033013	6.24901666794996e-08	1.34102985428999e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Histophilus"	NA
"1288970"	451.177416696746	-0.387786653651094	0.0718502917065358	-5.3971479369209	6.77085586575728e-08	1.45089768551942e-07	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Magnetospira"	NA
"366522"	105.070085367019	1.30081711159146	0.241867984804069	5.37821122810122	7.52295247152278e-08	1.60971472098086e-07	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Sulfurospirillum"	NA
"1579979"	1210.27429332105	-0.398407258090698	0.0741032363611187	-5.37638135194508	7.59977392021281e-08	1.62378890446407e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Wenzhouxiangellaceae"	"Wenzhouxiangella"	NA
"1331910"	312.970565698638	-0.622102574881379	0.115843538395177	-5.37019659015595	7.86508555656584e-08	1.67803712164757e-07	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	NA
"2582913"	534.414344652982	0.681424965203061	0.126901342232476	5.36972228358884	7.88579844373478e-08	1.68001792931741e-07	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Emcibacterales"	"Emcibacteraceae"	"Emcibacter"	NA
"55206"	177.809474942969	2.96739110055497	0.553242393184607	5.36363651287439	8.15629565490361e-08	1.73513091356126e-07	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Sediminispirochaeta"	NA
"281093"	335.660275914884	-0.669672471215463	0.125634389559996	-5.33032773558918	9.80356864068507e-08	2.08254998581027e-07	"Bacteria"	"Chlorobi"	"Chlorobia"	"Chlorobiales"	"Chlorobiaceae"	"Prosthecochloris"	NA
"60893"	141.914113455552	-0.749629331580512	0.140792124370474	-5.32436977517271	1.01303645083729e-07	2.14886519874577e-07	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophobacterales"	"Syntrophaceae"	"Desulfobacca"	NA
"2681987"	32.5210108543179	1.63951410851776	0.308173211442279	5.32010586139102	1.03706889525943e-07	2.19667330840254e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Candidatus Blochmannia"	NA
"47735"	40.5927596884578	2.58187264180663	0.487333853302103	5.29795462456021	1.17107057117391e-07	2.47694063255489e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Bibersteinia"	NA
"899"	571.066072616331	-0.609723274236578	0.115395535764392	-5.2837683034938	1.26553291871723e-07	2.67289280246312e-07	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfomicrobiaceae"	"Desulfomicrobium"	NA
"2737172"	149.647259921	-0.592991616344515	0.112578677939698	-5.26735281668656	1.38405047827036e-07	2.91517561180425e-07	"Bacteria"	"Cyanobacteria"	""	"Synechococcales"	"Oculatellaceae"	"Thermoleptolyngbya"	NA
"281120"	996.645947666541	5.93717778819399	1.12716999319244	5.26733130233387	1.38421263744175e-07	2.91517561180425e-07	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Amoebophilaceae"	"Candidatus Amoebophilus"	NA
"123824"	18.1923313398713	1.65125720108324	0.313665028675032	5.26439688880331	1.40650310594888e-07	2.95788206830451e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Frederiksenia"	NA
"2728024"	3110.23394404882	0.713840522170245	0.135705527297473	5.26021700358213	1.43885492722342e-07	3.02159534716917e-07	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Spirosoma"	NA
"658062"	1030.07350183556	-0.954585082588057	0.182156945231026	-5.24045394688286	1.60182061281941e-07	3.3590246802347e-07	"Bacteria"	"Acidobacteria"	"Acidobacteriia"	"Acidobacteriales"	"Acidobacteriaceae"	"Candidatus Koribacter"	NA
"2546359"	59.5179239157348	0.938021739069443	0.179737152986206	5.21885277186644	1.80034800804048e-07	3.7699595040164e-07	"Bacteria"	"Cyanobacteria"	""	"Chroococcales"	"Aphanothecaceae"	"Gloeothece"	NA
"540747"	3042.78390403657	-0.444401096841523	0.085204285558006	-5.21571296480128	1.83111542251425e-07	3.82893267581215e-07	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseovarius"	NA
"392593"	1365.76534509525	1.08414004615727	0.208050622927648	5.21094352375139	1.87882644913602e-07	3.92311772759936e-07	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Inhella"	NA
"336810"	15.6658138677173	1.49855494532622	0.287910703451516	5.20492960963701	1.94070154844895e-07	4.0465691861276e-07	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Schleiferiaceae"	"Candidatus Sulcia"	NA
"551760"	1366.79146474368	-0.353667628387229	0.0682506009524708	-5.18189764561224	2.19639741139199e-07	4.57323540332326e-07	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Aromatoleum"	NA
"375288"	82.7187581590191	0.675184701998486	0.130527215802035	5.17275035592965	2.30673117454999e-07	4.79617372926237e-07	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	NA
"52584"	47.7205832041051	1.43573544732874	0.277685247578485	5.1703699056715	2.33631071547858e-07	4.85081462112078e-07	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Brachyspirales"	"Brachyspiraceae"	"Brachyspira"	NA
"32008"	59265.5740236625	0.668265501033615	0.129371874635062	5.16546199024084	2.39845766738348e-07	4.97282478286844e-07	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia"	NA
"1279"	570.351082680276	1.64837445322573	0.319295415256156	5.16253718176101	2.43624963512336e-07	5.04406614595963e-07	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	NA
"1267021"	10.5921972477048	2.27324079189531	0.440360353792673	5.16222855285828	2.44027087499123e-07	5.04528577529833e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Frischella"	NA
"1938604"	474.750754598564	0.83029569100012	0.160910054665557	5.15999881254063	2.4695140880774e-07	5.09857543465417e-07	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Chromobacteriaceae"	"Aquaspirillum"	NA
"1510841"	109.640165363431	-0.668876707819757	0.12998748680184	-5.14570074609897	2.66524010928369e-07	5.49495506402107e-07	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Parasaccharibacter"	NA
"2594003"	2485.62201455086	0.69920785749744	0.136082940760914	5.13810073171397	2.77529112712444e-07	5.71383467349148e-07	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Ferrovibrio"	NA
"889453"	38.4561611828308	1.12938919241647	0.219849935695608	5.13709130204231	2.79023414934823e-07	5.73656531404462e-07	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Marinilabiliales"	"Marinilabiliaceae"	"Alkalitalea"	NA
"2739061"	87.059912366402	1.41274125715233	0.275584151041837	5.12635161278871	2.954106806621e-07	6.06499581806267e-07	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Chromobacteriaceae"	"Deefgea"	NA
"97477"	33.1101594511191	-1.32257253970457	0.25903316560399	-5.10580387117886	3.29391197640621e-07	6.75320865455666e-07	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Acetomicrobium"	NA
"376489"	1196.16008254962	0.947768913033811	0.185672399173684	5.10452235901384	3.31631064584436e-07	6.78021787119779e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Halotalea"	NA
"228745"	39.7478529541503	-1.08129819945965	0.211829557784229	-5.10456713770354	3.31552551678876e-07	6.78021787119779e-07	"Bacteria"	"Aquificae"	"Aquificae"	"Desulfurobacteriales"	"Desulfurobacteriaceae"	"Thermovibrio"	NA
"309805"	18.7388216421916	-1.90667715750255	0.373838235310808	-5.10027326636973	3.39163450026249e-07	6.92458710470259e-07	"Bacteria"	"Aquificae"	"Aquificae"	"Aquificales"	"Hydrogenothermaceae"	"Persephonella"	NA
"1231"	6931.67489729864	-1.06409010251159	0.208694542144841	-5.09879219444598	3.41827561389817e-07	6.96929979532637e-07	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	"Nitrosospira"	NA
"2559597"	136.34910901706	1.07890354819283	0.211851896386462	5.092725468101	3.52952592248832e-07	7.18615388650669e-07	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Gallionellaceae"	"Candidatus Nitrotoga"	NA
"913107"	176.869470887283	-0.903536530896074	0.177620652563413	-5.08688892792744	3.6398485640929e-07	7.4005219767864e-07	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Pelolinea"	NA
"316612"	7084.51203862837	1.05882240693689	0.208190347969471	5.08583811528166	3.66006149045837e-07	7.42109019444664e-07	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Methylibium"	NA
"138"	33.7052557326903	1.10310647674529	0.216889479220631	5.08603036306411	3.65635542574827e-07	7.42109019444664e-07	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Borreliaceae"	"Borrelia"	NA
"269261"	98.9909454836958	-0.770201425209653	0.151617261669039	-5.07990592054685	3.77621828906252e-07	7.6460618249613e-07	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Sulfurovaceae"	"Nitratifractor"	NA
"1646"	171.363300703426	-0.985582502113447	0.194069558320578	-5.07850128913773	3.8042385158126e-07	7.69220167571461e-07	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Renibacterium"	NA
"297"	257.490640505376	-0.615222582876492	0.121388005400229	-5.06823207818628	4.0152765631962e-07	8.10776998337694e-07	"Bacteria"	"Proteobacteria"	"Hydrogenophilalia"	"Hydrogenophilales"	"Hydrogenophilaceae"	"Hydrogenophilus"	NA
"2496265"	38.3254179122922	0.935559659158577	0.18463557765452	5.06706059061457	4.040057145984e-07	8.14661729025579e-07	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Jeotgalibaca"	NA
"2708301"	861.695778534228	1.56294699798927	0.308797442750621	5.06139877347197	4.16191691776245e-07	8.38084639604219e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Kineobactrum"	NA
"1236046"	50.055388249813	-1.16447257733834	0.230298117146683	-5.05637037664818	4.27311074229061e-07	8.59298603442845e-07	"Bacteria"	"Thermotogae"	"Thermotogae"	"Kosmotogales"	"Kosmotogaceae"	"Mesotoga"	NA
"1908198"	119.735788557044	1.13515279430939	0.224598625125965	5.05413955082202	4.32335417562384e-07	8.68214568055608e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Salinivibrio"	NA
"676208"	17.2095914979725	1.27983578009037	0.253417569373946	5.05030406239051	4.41107361457937e-07	8.84621857221237e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Rickettsiella"	NA
"2315862"	871.095274028401	0.730116783594557	0.144676574919301	5.04654457020295	4.49871984223297e-07	9.0096977766791e-07	"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Paraflavitalea"	NA
"1971488"	2.92877816751689	4.8046664379848	0.952232358731615	5.04568700478176	4.51894657163891e-07	9.03789314327783e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Candidatus Nardonella"	NA
"1623"	118.123655530872	1.76899470500171	0.351156080698806	5.03763084916935	4.71329341860926e-07	9.40100586886785e-07	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Ligilactobacillus"	NA
"1930593"	107.005074901298	-0.865948638560399	0.171892414250563	-5.03773620456646	4.71070056061131e-07	9.40100586886785e-07	"Bacteria"	"Candidatus Omnitrophica"	""	""	""	"Candidatus Vampirococcus"	NA
"1855875"	1371.26202249213	-0.411309581181195	0.0818148935156732	-5.0273191531124	4.97384179292423e-07	9.89383956102654e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Spiribacter"	NA
"2681547"	2069.47938498081	0.608847199064027	0.121103750808028	5.02748424389565	4.96956304403212e-07	9.89383956102654e-07	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Microbulbiferaceae"	"Microbulbifer"	NA
"336261"	23.1682324145342	-1.51673404091084	0.30203103731073	-5.02178204735434	5.11942573514925e-07	1.01696700414451e-06	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Thermovirga"	NA
"1936003"	213.265381354323	-0.515114069778331	0.103189440898439	-4.99192616311698	5.97801096312205e-07	1.18592120321045e-06	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	NA
"1243"	55.1384880572043	0.878916426393931	0.176347823462133	4.98399361635819	6.22851351699005e-07	1.2339507911018e-06	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	NA
"1521"	33.5172865945154	2.43295209983744	0.488301568237239	4.98247857081507	6.27749444976961e-07	1.24198073232319e-06	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Ruminiclostridium"	NA
"48"	27914.1136124104	-1.64003762986618	0.329227841353175	-4.98146700815271	6.31040440497957e-07	1.24681377356451e-06	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Archangiaceae"	"Archangium"	NA
"1882831"	1991.62068944171	-0.563391502229152	0.113204547850402	-4.97675679049279	6.46584797281146e-07	1.27581161342723e-06	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Verrucomicrobium"	NA
"381751"	45.5688132251513	-1.1788855341576	0.237252479688771	-4.96890711407556	6.73313115841169e-07	1.32676981271651e-06	"Bacteria"	"Aquificae"	"Aquificae"	"Aquificales"	"Aquificaceae"	"Thermocrinis"	NA
"661488"	746.984286787518	0.785432568441729	0.158495829341657	4.95554092309037	7.21293386753407e-07	1.41941268879184e-06	"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Pseudobacter"	NA
"483547"	303.183470695888	-0.46585330536178	0.094018081887996	-4.95493309379309	7.23551820330535e-07	1.42195344369771e-06	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Geobacteraceae"	"Geoalkalibacter"	NA
"383614"	45.6309534459952	-1.35681980646181	0.275159690405311	-4.93102679561534	8.17985115738445e-07	1.60539134864555e-06	"Bacteria"	"Cyanobacteria"	""	"Nostocales"	"Scytonemataceae"	"Brasilonema"	NA
"83455"	21126.2647720426	-1.32386328233164	0.268834827375256	-4.92444857408192	8.45985724856617e-07	1.65813202071897e-06	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Myxococcaceae"	"Myxococcus"	NA
"2762748"	6016.37156984722	1.01394669094653	0.20641735583873	4.91211936528588	9.00971725482429e-07	1.76355317770862e-06	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingosinithalassobacter"	NA
"2163011"	272.388352558784	1.4633769389118	0.298365352161463	4.90464770225692	9.35951711279822e-07	1.82958645689008e-06	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Algicoccus"	NA
"33970"	10.5630439473236	1.60570672300857	0.327404264108527	4.90435494901286	9.37348572125386e-07	1.82988366669896e-06	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Melissococcus"	NA
"191"	39220.5631136845	-0.510601615505497	0.104257044855953	-4.89752626511686	9.70506653652666e-07	1.8921018313918e-06	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Azospirillum"	NA
"1702221"	53.7295824627904	-0.862654892804153	0.176752543540805	-4.88057979547547	1.05774404208171e-06	2.05944866471538e-06	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalibaculum"	NA
"36861"	1173.99946325271	-0.50461769487622	0.10374576325087	-4.86398363715339	1.15046428611191e-06	2.23701388966204e-06	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Thiobacillaceae"	"Thiobacillus"	NA
"2113"	14.396953461854	1.38047695942951	0.286038262943634	4.82619683542668	1.39164971242263e-06	2.70241093429494e-06	"Bacteria"	"Tenericutes"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Mycoplasmopsis"	NA
"1608628"	393.366062361781	-0.430395067021239	0.08927855164298	-4.82081148384178	1.42975421759486e-06	2.77274234810612e-06	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Filomicrobium"	NA
"2652177"	10.3385427350112	1.65140055238028	0.344656867579501	4.7914337641897	1.65593688609655e-06	3.20715049085893e-06	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Pelistega"	NA
"241244"	27.6086172471465	1.59070937741934	0.332586760234291	4.78284035208968	1.72835394622314e-06	3.34300039598424e-06	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Rummeliibacillus"	NA
"2360"	32.1723606045803	1.09869280924954	0.230607203098439	4.76434731650835	1.89465917041569e-06	3.65985411368078e-06	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Immundisolibacterales"	"Immundisolibacteraceae"	"Candidatus Vesicomyosocius"	NA
"379064"	30.1719441487495	1.2743476777447	0.267573513965631	4.76260769931206	1.9110714210046e-06	3.68671258382777e-06	"Bacteria"	"Cyanobacteria"	""	"Chroococcales"	"Cyanobacteriaceae"	"Cyanobacterium"	NA
"1462615"	6.3512696190624	1.91611827186076	0.402393385463887	4.76180360085149	1.91870368793444e-06	3.69658508684617e-06	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Halarcobacter"	NA
"288004"	34.214225472455	0.875433190337293	0.184096555508705	4.75529369856081	1.98158124171541e-06	3.81272830539484e-06	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Beggiatoa"	NA
"86170"	46.2264019631182	-0.996988214236785	0.209736049415349	-4.75353768231997	1.99887828271367e-06	3.84098179815568e-06	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Syntrophomonadaceae"	"Syntrophothermus"	NA
